normalisasi,Score,Sentiment
iya wajahnya terlihat tidak bahagia karena gajinya tidak naik,-2,Negatif
tunjangan beras naik juta tunjangan bensin naik jadi juta dll manusia tidak bersyukur itu sudah banyak namanya coba rasakan hidup seperti kita uang bensinmu yang juta kita cari selama atau bulan pak,-1,Negatif
loh begini loh abang mereka kan banyak simpenan ya jadi banyak yang di nafkahi,-1,Negatif
wakil rakyat kgbln rakyat kghri untuk kepala itupun beras bulog bukan beras premium mati empati,0,Netral
mana di embelin dengan katacuman lagi,-1,Negatif
itu yang bikin kuping panas dengernyakita yang tanpa tunjangan berasbensin cari duit sampai nunjang palangsebulan belum dapat juta lohmasa sebanyak itu kok cuman kata diakenapa tidak ada bersyukurnyasedih aku tuhhhh misal tukeran posisi bulan gitubiar merasai jadi kitaapa masih bisa bilangcuman,-7,Negatif
mereka meminta dipahami tapi mereka tidak peduli sama yang membayar gaji mereka,-1,Negatif
begini dulu rakyat dsruh mkan pisang bji ada yang ingat tidak,-3,Negatif
iya rakyat disuruh kurangi makan nasi biar tidak import,0,Netral
tunjangan beras cuma juta sama dengan bulan gaji asn gaji pokok tunjangan istrisuami tunjangan beras dll,-3,Negatif
siapa saja yang mkan kak kg sehari orang se rt saja sudah muntah itu,-5,Negatif
mungkin buat rakyat lainnya,0,Netral
mereka hajatan tiap hari kayanyamakanya beras juta sebulan,1,Positif
seskit yang hadir banyak yang tiduran di gedung,-3,Negatif
kenyang kan bikin ngantuk dan malas berpikir,-1,Negatif
anak mereka satu negeri kakak,-1,Negatif
sudah kayak sih martin,-1,Negatif
mereka juga ada tunjangan pph jadi pajak yang mereka keluarkan ketutup lagi sama tunjangan pph jadi rakyat indonesia beramai ramai memperkaya pejabat,-6,Negatif
modal jadi anggota dpr juga ratusan juta bahkan milyar cuma mengingatkan kalau kamu mau gaji besar harus modal besar juga,-2,Negatif
masyarakat lebih banyak yang butuh bantuan beras malah kasih mkan orang dpr,-1,Negatif
sikit itu pak genapin saja jtbiar mampus rakyat kenaparakyat cari uang hari saja sulitada yang makan kali seharipak pak,-7,Negatif
betul banget kringat bercucuran unk mendapatkan uamg rbapalagi yang cari roksokan harus dorong grobak,-3,Negatif
itulh kkmereka seakan akanperlu ditolongpadahal jauh dibawahnyabagaimana nasib merekamemang tak bermoral,-2,Negatif
jadi dpr ri tidak cukup sama gaji juta tidak ada apanya di banding modal,-2,Negatif
semua sudah kebalik lur,-2,Negatif
saddiq ahyan,0,Netral
memang benar abang kasiannya itu karena bisa jadi itu istidroj sampai akhir hayat,-3,Negatif
gue sebagai buruh sedih dengernya,-2,Negatif
turut prihatin,-1,Negatif
pemerintah ya pemerintah dpr ya dpr mereka ini saling bersinggungan bukan saling rangkul makanya kalau ada pemilu jangan asal coblos kalau bisa malah golput saja biar pada pusing partai memikirkan kok hasilnya begini,-9,Negatif
gedek banget dengernya anjjj,1,Positif
tidak ada empati banget ya mereka ke rakyat sendiri,0,Netral
iya kak memang kasihan jadi tidak bisa bayar orang buat menambah kekuasaan,1,Positif
monyet mana tau malu kak,-2,Negatif
modal jadi anggota dpr juga ratusan juta bahkan milyar cuma mengingatkan kalau kamu mau gaji besar harus modal besar juga,-2,Negatif
wkwkwk tidak kasihan sama rakyatnya,1,Positif
lucu kali ya kan tapi malah bilang guru beban negara kocak,0,Netral
tidak kasihan sama guru katanya guru beban negara,0,Netral
mencoba saja search di google bos,0,Netral
pertama kali coba langsung wd jutaan gila sih,1,Positif
modal naik juta lumayan,2,Positif
gua kira awalnya boongan pas gua coba benaran,-1,Negatif
gila sih auto sering main disini,1,Positif
jam siang tadi bawa modal ke naik juta jam bawa modal ke tembus juta,4,Positif
mau marah kamu bilang wd tapi gue coba ternyata gue juga dikasih wd tidak jadi marah lah thanks infonya,-1,Negatif
haha sangat tertolong banget gua cuy,0,Netral
gua mengira boongan depo jadi juta gila,0,Netral
ternyata memang buat semua new member ya di kasih,1,Positif
sudah terbukti sih baru join menang bsarr dan langsung dibayar lagi,3,Positif
kaget banget gue cok pas tau kalau di sebarin,0,Netral
puas banget memang main disini memang dari kemarin gua mencoba dikasih wd terus,1,Positif
kamu juga dikasih menang besar disitu bang mengira gua doang yang dikasih menang besar disitu,0,Netral
baru semalam aku wd juta sekarang wd lagi ke,0,Netral
puas banget memang main disini memang dari kemarin,1,Positif
gua main disini sudah bulan lebihh dikasih terus main disini memang sebagus ini ya main disini,0,Netral
modal tipis dulu kalau tidak percaya,-1,Negatif
benaran bjirrr kiran boongan depo jadi juta gila,1,Positif
mengira gua hoki doang ternyata memang buat semua new member ya di kasih,0,Netral
kilo itu berapa orang di rumahku orang saja tidak habis kilo sehari itu beras mutiara paling yang di masak jadi mehong,-5,Negatif
padahal beras lahap yang premium itu saja kg paling rbrb itu sudah mahal,-2,Negatif
menangis sudah subsidi beras cuma juta berarti mereka kurang,-1,Negatif
berarti rakusnya melebihi hewan,1,Positif
kurang lebih begitu,0,Netral
satu desa yang mkan,-1,Negatif
nah kalau ini setuju,-1,Negatif
padahal rakyat cari juta per bulan saja sulittt itu untuk makan sekeluarga manalah cukup,-4,Negatif
kita anggep saja dirmhnya banyak orang kak itu yang sudah di estimasi kg saja habis cuma segitu itu kenapa sampai juta itu beras sama daging sapi wagyu premium grade a kali makannya,-6,Negatif
juta itu masak beras sama sawah ya kak,2,Positif
tidak tau cappake ya,-1,Negatif
sudah aku klik brusan,0,Netral
mereka di rumah sekeluarga mukbang abang tiap hari,1,Positif
kan mereka tikus,0,Netral
mereka juta buat beras doangkiita juta buat sono ini,4,Positif
wkwkwk anggap saja kak dirumah dia ada orang kan saudara ya kakak ya adik ya orang tuanya,2,Positif
makannya kentucy rendang tongsenv gule,0,Netral
mungkin beli berasnya dimesir beras khusus,-1,Negatif
emosi banget dengar cuma mengapai dikasihanin,1,Positif
biar saja banyak makan nasi biar melebar juga badan mereka,-1,Negatif
makan sampai meledak perut mereka nanti,-1,Negatif
langsung depp begitu ya hati dengernya wkwkw,2,Positif
parah memang tidak lihat rakyat lagi menjerit,-3,Negatif
langsung tratap di hati kita cari duit juta saja matian dia bilang kasihan anggota dpr anggota dpr rata lintah darah rakyat semua tidak ada yang membela rakyat,-6,Negatif
padahal kerjanya tidak mengapai,-1,Negatif
kata kadihann itulho yang membuat rskyat tercekit,-1,Negatif
gila parah malah sih sri kesianya sama kawan kawanya tidak kasihan sama rakyat yang bayar pajak,-2,Negatif
berjuang untuk pribadinya sejahtrakan lah rakyat anda karena dpr semua hidup sudah mapan,-2,Negatif
iya serakah buat dirinya sendiri sama keluarga,1,Positif
men keu hanya kasihan sama anggota dpr saja,-2,Negatif
mereka menanyakan dimana jiwa nasionalisme kalian ketika kita lebih memilih kerja diluar negeri,2,Positif
berjuang untuk rakyat,0,Netral
bapakmu anggota dpr ya,0,Netral
berjuang untuk diri dan keluarga,-1,Negatif
berjuang untuk rakyat untuk rakyat yang mana aku tidak merasakan ya punya uang aku kerja keras basah kuyup dengan keringat dari pagi sampai sore tidak du jamin sama pejabat saya rasakan,-4,Negatif
apa yang di perjuangkan,-2,Negatif
rakyat mana yang dipikirkan dpr,-1,Negatif
tidak naik cuma cuma cuma kali berapa cuma tunjangan preeet,-5,Negatif
tidak usah di balas akun ini dia bukan manusia tapi siluman baby,-3,Negatif
mentok juta tubtu jangan makan bulanan dan gaji pun sudah tidak ke pakai lagi biar bisnis masyarakat juga jalan karena barangny daganganny laku keras tiap bulan,-5,Negatif
kayaknya pinteran kamu deh kak harusnya begini sih orang kerjaannya saja juga kagak guna amat,-2,Negatif
angkat saya jadi menteri keuangan bulan belajar untuk tau pemasukan dan pengeluaran bulan berikutny saya pastikan beres masalh keuangan negara,-3,Negatif
saya dukung kak,0,Netral
mereka butuh tas hermes kak sama jalanjalan ke luar negeri,0,Netral
nah ini baru betul,0,Netral
vibenya jadi kayak anggota dpr ngambil pkh,-2,Negatif
tunjangan makan bukan beras saja kan para wakil rakyat harus segala mewakili contoh makan tiap hari direstoran bintang pasti sedikit kalau hanya juta kecuali dia makannya kayak kita mencari nasi yang ke paling banter ke jadi kesimpulannya bukan karena ekonomi jakarta diatas tapi gaya hidupnya diatas,-10,Negatif
jangan pakai telur juga kan tunjangan beras lauk tidak ngikut,-3,Negatif
ide bagus beras masa sampai juta mending ganti pakai beras langsung,2,Positif
tikus kan makan beras,0,Netral
fungsinya dpr bagi rakyat apa sih bertanya dengan nada lemah lembut,1,Positif
cuman juta enak banget ngmong ya,3,Positif
untuk makan sert tunjangan beras juta sebulan nikmati saja pak,0,Netral
mungkin tunjangan beras itu beserta untuk lauk pauk ya bumbu dapur gas subsidi,-2,Negatif
ya soalnya sambil jualan beras,1,Positif
gila apa ya kalau mengomong enak banget,0,Netral
mungkin berasnya beras dari pegunungan himalaya,-2,Negatif
ini manusia apa sapi makan habis beras kg,-1,Negatif
abang sudah abang sumpah aku mengakak ini,0,Netral
sebulan bisa beli beras kuintal makanya perutnya gendut bansos rakyat cuma kg itu pun tidak tiap bulan,-6,Negatif
mengakak gue bacanya,0,Netral
tunjangan beras belinya wagyu bagaimana tidak bilang cuman,-2,Negatif
manusia macam apa sih yang bisa nampung kg beras buat perutnya sendiri,-1,Negatif
ternyata mereka yang abisin uang,-1,Negatif
tunjangan bensin mengalahkan umr karawang,-2,Negatif
bulan kak untuk orang seperti saya,-3,Negatif
juta perbulan bisa juga anda berkelit ya bukan ya seratus jutaan lebih perbulan dapat ya pak tikus,3,Positif
gaji perbulan bpk bisa buat bulan hari kami sekeluarga,0,Netral
modal jadi anggota dpr juga ratusan juta bahkan milyar cuma mengingatkan kalau kamu mau gaji besar harus modal besar juga,-2,Negatif
mending modalnya buat bikin usaha abang,1,Positif
usaha tidak menetu kak kalau jadi dpr sudah pasti tiap bulan cair kerjanya juga cuma duduk di gedung ber ac kalau pengusaha kan agak kesel harus mikir ini itu agar usahanya lancar,-9,Negatif
dan setelah sampai rumah rupanya beras bulog,1,Positif
abang bisa tidak tunjangannya tidak dalam bentuk uang tapi diganti tunjang benaran,1,Positif
kita saja perbulan sudah termasuk lumayan hadeeeh,-2,Negatif
laki sayah juta bulan anak sekolah laki kuliyah lagi yaallah puyeng,-2,Negatif
beras apaan anjir juta,0,Netral
juta cuma emak gue beli beras kg malah dia ucap alhamdulilah,-1,Negatif
kenapa gaji ya tidak dibuat setara umr,1,Positif
empuk tanda tangan dapat duit kunjungan dapat duit rakyatnya harus keringet dingin dulu baru dapat duit mikir woy mikir,-1,Negatif
masih kebanyakan umr kerjanya pun tidak ada mendingan samakan denga gaji tata usaha sd honorer,-2,Negatif
gaji umr itu untuk yang kerjanya benar laah ini hasil kerja ya masih ghoib,1,Positif
memang sudah umr tapi tunjangannya gila,0,Netral
yang bikin kayak raya itu bukan gaji tapi tunjanganya,-4,Negatif
gaji ya walaupun umr nanti ya tunjangan ya bakal naik lagi,1,Positif
istrinya banyak mbak tidak cuma di indonesia saja,-3,Negatif
anak istri nya banyak,-1,Negatif
maaf setau saya kalau untuk anggota dprd gajinya juga dipotong buat partai pendukungnya tiap blnnya,-2,Negatif
itu makanya banyak korupsi karena mau memerkaya partainya bagusnya bubarkan dpr tidak ada lagi korupsirakyat pasti makmur,-3,Negatif
mentri keuangan kasihan sama dpr,1,Positif
rakyat duh harus rajin kerja buat ng gaji anggota dpr,-1,Negatif
kan yang jadi anggota dewan sudah kayak raya sebelum menjadi anggota dpr,-5,Negatif
kasih makan gratis saja kayak siswa sekolah,1,Positif
pajaknya saja ditanggung negoro jadi gajiuang yang diterima tetap utuh,0,Netral
bensin juta sejahtera pokoknya makannya banyak yang pengin jadi dewan,-2,Negatif
kayanya kalau dipemerintahan begitu memang ada tunjangan beras bu dari dulu juga tapi tidak menyangka saja segede itu,-7,Negatif
dia tidak usah capek hanya duduk ganteng makan di kasih fasilitas semua tertpenuhi sampai akhir menutup mata,-7,Negatif
beras bensin lauk pauk piknik semua dikasih,0,Netral
tunjangan makan cuma juta,-1,Negatif
kasihan ke kawankawan karena pada naik cenah gais tapi ke rakyat tidak kasihan,-2,Negatif
gue lagi manasin tank sama jet gue om cowok,0,Netral
dana aspirasi dana kunjungan dapil mentri keuangan kasihan dengan dpr bagaimana dengan gaji guruu pak yang benar saja,0,Netral
nah kan apa lagi yang belum kelihatan bikin rakyat menderita,-4,Negatif
dana aspirasi misal buat jalan di potong sama dewan yang ngasihnya,0,Netral
sih ibu masih ingat saja dengan dana kudapil sama dana aspirasi ratusan juta malah dalam setaun bukan sekali walaupun apa itu kundapil sama dana aspirasi tidak mengerti maksudnya di membagikan atau apa,-1,Negatif
pns kementrian ya abang,1,Positif
maaf bknsaya musisi biasa ngamen di cafe,-1,Negatif
iya iya abang pura percaya saja lah aku ya,1,Positif
ya sabartinggal nanti saja finish ya bagaimana,0,Netral
finis jadi anggota dpr masih menerima uang pensiun sampai mati,-1,Negatif
tidak ada kaitan nyaspa suruh menghbs kan uang sgituhanya mendptkan gaji dan tunjangan,-3,Negatif
masa kerja ada yang cuman tahun tapi dapat pensiun seumur hidup kabarnya terus pph juga di tanggung negara,-2,Negatif
besok ikut nyalon dpr saja abang,-2,Negatif
betulll menurut dia sedikit menurut kita itu sudah luar biasa bnykknya,-1,Negatif
sama kak aku malah ada tanggungan anak juga,-1,Negatif
lagi bleng thooo,-1,Negatif
dpr juta perbulan masih merasa berat dengan kenaikan sembako dan masih kasihan bagaimana dengan pns yang hanya sekitaran juta atau juta saja lucu ya degan negara ini,0,Netral
tunjangan beras juta kalau beras premium saja harganya ribu perkilo berarti juta dapat kg perbulan berarti perhari kg itu negara suruh nanggung keluarga besar dia apa bagaimana kg sehari itu woy,-3,Negatif
kami cuman dapat anjing,-1,Negatif
kalau gaji seperti itu normal sebernya di kalangan yang punya ijazah sarjana di luar negeri kalau di hitung us dolar masih stabil bisa dibilang mencukupi tapi di indonesia tidak semua dibuat seperti itu apalagi rakyat menengah kebawah itu sangat tidak adill,-8,Negatif
meteri keunganan kasihan dengan kawan kawan dpr whattt tapi menteri keunganan tidak kasihan dengan gaji guru yang dari gaji dpr dan malah dibilang guru adalah beban negara anjir memang negara ini sakittt sih,-2,Negatif
astaghfirullah gaji dpr juta,0,Netral
mentri keuangan kasihan dengan guru honorer mentri keuangan kasihan dengan anggota dpr,0,Netral
mentri keuangan kasihan sama dpr tapi tidak kasihan dengan guru sumpah negara apa ini,0,Netral
rakyat di kasih beras bulog yang kadang tidak layak alias pecah sedangkan mereka yang di gaji rakyat tunjangan berasnya juta tiap bulan,-3,Negatif
pak oi juta itu hasil bersih dari saya menggarap padi di sawah selama bulan dengan luas lahan hektar kurang bapak enak banget dapat juta tiap bulan,-1,Negatif
enteng banget itu mulut bilang cuman padahal sudah juta lah apa kabar yang gaji cuman juta dan tidak ada tunjangan apa,-4,Negatif
ayok lebih semangat lagi kita bayar pajaknya kasihan gaji dpr cuma naik sedikit,-1,Negatif
tidak ada naik gaji pokok nya tapi tunjanganan naik ya sama saja berarti ada kenaikan tetap kita sebagai rakyat tidak rela,2,Positif
cuma jthehe bersyukur pak cuma duduk saja,-2,Negatif
tunjangan beras juta perbulan memang anggota dewan tiap hari makan habis beras sekarung,-2,Negatif
siapa sih yang bikin ide cara ngegaji dpr seperti ini sih buang duit negara saja lo,-4,Negatif
busyet segitu di bilang cuma rakyat miskin itu cuma rebubulan bliss,-5,Negatif
mentri keuangan kasihan dengan kawankawan dprkatanya,0,Netral
badogan e akeh beras seharga juta kurang,0,Netral
beras dan telur naik mungkin mentri keuangan kasihan dengan kawan kawan dpr memang tidak kasihan lagi ya sama rakyat ya,1,Positif
modal jadi anggota dpr juga ratusan juta bahkan milyar cuma mengingatkan kalau kamu mau gaji besar harus modal besar juga,-2,Negatif
tunjangan makan ku tidak dibayar sama pemerintah daerah itupun cuma beberapa ratus ribu dan dpr dapat juta sakit sih dengernya,-1,Negatif
apa mungkin karena mereka lebih susah kehidupannya dibandingkan kami rakyat biasa,-3,Negatif
umr saja masih banyak yang di bawah juta,-1,Negatif
iya kak masih banyak gaji yang di bawah umr juga,-1,Negatif
kalau krisdayanti tidak bicararakyat taunya gaji dpr jtdi rahasiakan,-2,Negatif
sebegitu pentingnya ya dpr sampai gaji ya gede okelah kalau begitu jangan lihat kebawah rakyat juga baik saja tidak ada yang kekurangan semuanya makmur rakyat konoha,-3,Negatif
loh kan mereka punya ternak yang namanya rakyat makanan rakyat cuma janji yang tidak pernah mereka tepati lalu dibiarkan buat cari makan sendiri kok malah tanya gaji mereka dari mana,-3,Negatif
makannya saja pak dpr ton beras sebulan,-1,Negatif
lah iya too kayak begitu bisa bilang kasihan dengan kawan kawan dpr,-1,Negatif
dpr banyak otak yahudi semua,-1,Negatif
tikus itu hamanya padi sampai sini paham kan pak,-1,Negatif
mewah bosbuat makan orang rt,0,Netral
syaa saja heran apa kerjaanya yamkan lebih bima,-1,Negatif
bras saja sampai jta memang sebulan makan habis berapa karung enak kali hidup ya di tangung banget sejahtera di negeri ini smntra masarakat cari beras satu kg saja dari pagi sampai malam tiap hari krja kotor dan panas hujan,-4,Negatif
