normalisasi,Score,Sentiment,tokenize,stopword removal
astagfiruwlloh pak tunjangan beras cuma juta sebulan,-1,Negatif,"['astagfiruwlloh', 'pak', 'tunjangan', 'beras', 'cuma', 'juta', 'sebulan']",astagfiruwlloh tunjangan beras juta sebulan
biar bagaimanapun rakyat tidak ridho tidak iklas meng gaji kalian wahai dpr camkan itu,-3,Negatif,"['biar', 'bagaimanapun', 'rakyat', 'tidak', 'ridho', 'tidak', 'iklas', 'meng', 'gaji', 'kalian', 'wahai', 'dpr', 'camkan', 'itu']",rakyat ridho iklas meng gaji dpr camkan
damkar gaji kebakaran yang tarohannya nyawa ribu,-1,Negatif,"['damkar', 'gaji', 'kebakaran', 'yang', 'tarohannya', 'nyawa', 'ribu']",damkar gaji kebakaran tarohannya nyawa ribu
beli beras juta anda bilang cuma mentri keuangan kasihan dengan kawan kawan dpr,-1,Negatif,"['beli', 'beras', 'juta', 'anda', 'bilang', 'cuma', 'mentri', 'keuangan', 'kasihan', 'dengan', 'kawan', 'kawan', 'dpr']",beli beras juta bilang mentri keuangan kasihan kawan kawan dpr
kenapa dengan kata cuman sebulan hampir juta masih dibilang cuman bagaimana dengan gaji per bulan juta atau juta,1,Positif,"['kenapa', 'dengan', 'kata', 'cuman', 'sebulan', 'hampir', 'juta', 'masih', 'dibilang', 'cuman', 'bagaimana', 'dengan', 'gaji', 'per', 'bulan', 'juta', 'atau', 'juta']",cuman sebulan juta dibilang cuman gaji juta juta
lirik nada bicaranya seakanakan masih kurang gaji dpr,0,Netral,"['lirik', 'nada', 'bicaranya', 'seakanakan', 'masih', 'kurang', 'gaji', 'dpr']",lirik nada bicaranya seakanakan gaji dpr
ikut gue kalau demo tanggal gedean,-4,Negatif,"['ikut', 'gue', 'kalau', 'demo', 'tanggal', 'gedean']",demo tanggal gedean
cumaaaaaaaannn kata kamu pak kamu makan beras berapa karung tiap bulan nyaaaaa cumaaaan juta,-1,Negatif,"['cumaaaaaaaannn', 'kata', 'kamu', 'pak', 'kamu', 'makan', 'beras', 'berapa', 'karung', 'tiap', 'bulan', 'nyaaaaa', 'cumaaaan', 'juta']",cumaaaaaaaannn makan beras karung nyaaaaa cumaaaan juta
jika gaji dpr sama dengan gaji pns maka indonesia akan bebas dari politik uang saat pemilu,-2,Negatif,"['jika', 'gaji', 'dpr', 'sama', 'dengan', 'gaji', 'pns', 'maka', 'indonesia', 'akan', 'bebas', 'dari', 'politik', 'uang', 'saat', 'pemilu']",gaji dpr gaji pns indonesia bebas politik uang pemilu
mungkin mentri keuangan kasihan dengan kawan dpr padahal sblumnya gaji jtbulan disisi lain gaji guru rbbulan dianggap beban sekali lagi jtbln kasihan jobdesk turu rbbln beban ingat bebaann hancur,-5,Negatif,"['mungkin', 'mentri', 'keuangan', 'kasihan', 'dengan', 'kawan', 'dpr', 'padahal', 'sblumnya', 'gaji', 'jtbulan', 'disisi', 'lain', 'gaji', 'guru', 'rbbulan', 'dianggap', 'beban', 'sekali', 'lagi', 'jtbln', 'kasihan', 'jobdesk', 'turu', 'rbbln', 'beban', 'ingat', 'bebaann', 'hancur']",mentri keuangan kasihan kawan dpr sblumnya gaji jtbulan disisi gaji guru rbbulan dianggap beban jtbln kasihan jobdesk turu rbbln beban bebaann hancur
beras cuma juta sedangkan banyak rakyat yang tidak setiap hari bisa makan,-2,Negatif,"['beras', 'cuma', 'juta', 'sedangkan', 'banyak', 'rakyat', 'yang', 'tidak', 'setiap', 'hari', 'bisa', 'makan']",beras juta rakyat makan
pekerjaan kamu masuk kantor cuma molor gaji juta bersih,0,Netral,"['pekerjaan', 'kamu', 'masuk', 'kantor', 'cuma', 'molor', 'gaji', 'juta', 'bersih']",pekerjaan masuk kantor molor gaji juta bersih
kalimat yang menyayat hati kasihan kawan dpr kita,-3,Negatif,"['kalimat', 'yang', 'menyayat', 'hati', 'kasihan', 'kawan', 'dpr', 'kita']",kalimat menyayat hati kasihan kawan dpr
tunjangan beras cuman juta itu cukup untuk beras keluarga ku tahu,-2,Negatif,"['tunjangan', 'beras', 'cuman', 'juta', 'itu', 'cukup', 'untuk', 'beras', 'keluarga', 'ku', 'tahu']",tunjangan beras cuman juta beras keluarga ku
masih bingung beras apa ya yang harga juta,1,Positif,"['masih', 'bingung', 'beras', 'apa', 'ya', 'yang', 'harga', 'juta']",bingung beras harga juta
menangis banget gue disaat gue putar otak sebulan beras kg harus cukup buat ber eh dpr tunjangan beras juta,-1,Negatif,"['menangis', 'banget', 'gue', 'disaat', 'gue', 'putar', 'otak', 'sebulan', 'beras', 'kg', 'harus', 'cukup', 'buat', 'ber', 'eh', 'dpr', 'tunjangan', 'beras', 'juta']",menangis disaat putar otak sebulan beras kg ber eh dpr tunjangan beras juta
tunjangan beras kami cuma dapat juta lah kocak bapak rakyat mau veli beras swliter rebu saja masih mikir pakkkkk,-3,Negatif,"['tunjangan', 'beras', 'kami', 'cuma', 'dapat', 'juta', 'lah', 'kocak', 'bapak', 'rakyat', 'mau', 'veli', 'beras', 'swliter', 'rebu', 'saja', 'masih', 'mikir', 'pakkkkk']",tunjangan beras juta kocak rakyat veli beras swliter rebu mikir pakkkkk
rejekiku hari ini wd juta,1,Positif,"['rejekiku', 'hari', 'ini', 'wd', 'juta']",rejekiku wd juta
beras juta sebulann itu dia serumah isinya berapa orang sudah buset juta buat beras doang masih dibilang cuma,0,Netral,"['beras', 'juta', 'sebulann', 'itu', 'dia', 'serumah', 'isinya', 'berapa', 'orang', 'sudah', 'buset', 'juta', 'buat', 'beras', 'doang', 'masih', 'dibilang', 'cuma']",beras juta sebulann serumah isinya orang juta beras dibilang
kayaknya juga beli itu wkwk,-2,Negatif,"['kayaknya', 'juga', 'beli', 'itu', 'wkwk']",kayaknya beli
maklum kak dia makannya sebulan kg kakak kalau mau saingan sama gajah gajahpun kalah kayaknya,-3,Negatif,"['maklum', 'kak', 'dia', 'makannya', 'sebulan', 'kg', 'kakak', 'kalau', 'mau', 'saingan', 'sama', 'gajah', 'gajahpun', 'kalah', 'kayaknya']",maklum makannya sebulan kg kakak saingan gajah gajahpun kalah kayaknya
berasnya mau buat mandi itu kayaknya,-1,Negatif,"['berasnya', 'mau', 'buat', 'mandi', 'itu', 'kayaknya']",berasnya mandi kayaknya
mungkin buat desa,0,Netral,"['mungkin', 'buat', 'desa']",desa
beras juta mungkin punya istri atau simpanan ani ya kayak ya,2,Positif,"['beras', 'juta', 'mungkin', 'punya', 'istri', 'atau', 'simpanan', 'ani', 'ya', 'kayak', 'ya']",beras juta istri simpanan ani
aduh mending cepat tobatt dah pejabat itu,-3,Negatif,"['aduh', 'mending', 'cepat', 'tobatt', 'dah', 'pejabat', 'itu']",aduh mending cepat tobatt dah pejabat
memang setan duit tuh pada,-2,Negatif,"['memang', 'setan', 'duit', 'tuh', 'pada']",setan duit
jangankan juta padi jagung disawah berhektar ludes,-1,Negatif,"['jangankan', 'juta', 'padi', 'jagung', 'disawah', 'berhektar', 'ludes']",juta padi jagung disawah berhektar ludes
sesuai dengan namanya tikus berdasi pantesan tunjangan beras sebulan juta,0,Netral,"['sesuai', 'dengan', 'namanya', 'tikus', 'berdasi', 'pantesan', 'tunjangan', 'beras', 'sebulan', 'juta']",sesuai namanya tikus berdasi pantesan tunjangan beras sebulan juta
kg beras sehari makan apa hajatan ya,0,Netral,"['kg', 'beras', 'sehari', 'makan', 'apa', 'hajatan', 'ya']",kg beras sehari makan hajatan
memang kuat makin dia,0,Netral,"['memang', 'kuat', 'makin', 'dia']",kuat
memang iya tikus berdasi,0,Netral,"['memang', 'iya', 'tikus', 'berdasi']",tikus berdasi
kan memang tikus bangd,0,Netral,"['kan', 'memang', 'tikus', 'bangd']",tikus bangd
bingung gue bang yang hama tikus ini yang mana yang di sawah sawah atauuuuu,-4,Negatif,"['bingung', 'gue', 'bang', 'yang', 'hama', 'tikus', 'ini', 'yang', 'mana', 'yang', 'di', 'sawah', 'sawah', 'atauuuuu']",bingung hama tikus sawah sawah atauuuuu
mbahnya tikus itu abang,-1,Negatif,"['mbahnya', 'tikus', 'itu', 'abang']",mbahnya tikus
iya emakku nanem singkong saja di dusiri sampai habis,-1,Negatif,"['iya', 'emakku', 'nanem', 'singkong', 'saja', 'di', 'dusiri', 'sampai', 'habis']",emakku nanem singkong dusiri habis
nama ya juga tikus atuhhhhh upzzzzzzzzz,1,Positif,"['nama', 'ya', 'juga', 'tikus', 'atuhhhhh', 'upzzzzzzzzz']",nama tikus atuhhhhh upzzzzzzzzz
aku punya tanah buat nanem padi luas ya sama itu kalau di uang kan juta itu sampai truk yang ngangkut masa iya dia makan sebulan sampai truk dpr beban banget buat negara,2,Positif,"['aku', 'punya', 'tanah', 'buat', 'nanem', 'padi', 'luas', 'ya', 'sama', 'itu', 'kalau', 'di', 'uang', 'kan', 'juta', 'itu', 'sampai', 'truk', 'yang', 'ngangkut', 'masa', 'iya', 'dia', 'makan', 'sebulan', 'sampai', 'truk', 'dpr', 'beban', 'banget', 'buat', 'negara']",tanah nanem padi luas uang juta truk ngangkut makan sebulan truk dpr beban negara
segitu saja masih bilang gaji tidak naik kocak,-3,Negatif,"['segitu', 'saja', 'masih', 'bilang', 'gaji', 'tidak', 'naik', 'kocak']",segitu bilang gaji kocak
sisa nasi kemarin tinggal dikit di magic com saja dikoretin sampai bersih eh ada yang beras doang juta,-2,Negatif,"['sisa', 'nasi', 'kemarin', 'tinggal', 'dikit', 'di', 'magic', 'com', 'saja', 'dikoretin', 'sampai', 'bersih', 'eh', 'ada', 'yang', 'beras', 'doang', 'juta']",sisa nasi kemarin tinggal dikit magic com dikoretin bersih eh beras juta
bagi linknya dong bang,0,Netral,"['bagi', 'linknya', 'dong', 'bang']",linknya
nih bang takut banget dikira admin,0,Netral,"['nih', 'bang', 'takut', 'banget', 'dikira', 'admin']",takut admin
yang baru daftar dijamin menang tidak bang,-2,Negatif,"['yang', 'baru', 'daftar', 'dijamin', 'menang', 'tidak', 'bang']",daftar dijamin menang
juga sih abang soalnya gua bukan admin abang tapi sepengalaman gua sih sudah bikin akun wd banyak terus,-4,Negatif,"['juga', 'sih', 'abang', 'soalnya', 'gua', 'bukan', 'admin', 'abang', 'tapi', 'sepengalaman', 'gua', 'sih', 'sudah', 'bikin', 'akun', 'wd', 'banyak', 'terus']",gua admin sepengalaman gua bikin akun wd
thanks info ya bang gua coba dulu nih,0,Netral,"['thanks', 'info', 'ya', 'bang', 'gua', 'coba', 'dulu', 'nih']",thanks info gua coba
anjayemangcuman juta lah rakyat yang umr bagaimana ya,1,Positif,"['anjayemangcuman', 'juta', 'lah', 'rakyat', 'yang', 'umr', 'bagaimana', 'ya']",anjayemangcuman juta rakyat umr
ia cuman kerja juga cuma omon omon doang dengan keadaan masyarakat yang makin menjerit saya setuju bubarkan para dewan bubarkan,-2,Negatif,"['ia', 'cuman', 'kerja', 'juga', 'cuma', 'omon', 'omon', 'doang', 'dengan', 'keadaan', 'masyarakat', 'yang', 'makin', 'menjerit', 'saya', 'setuju', 'bubarkan', 'para', 'dewan', 'bubarkan']",cuman kerja omon omon masyarakat menjerit setuju bubarkan dewan bubarkan
sedang kan kami beras dll sembako beli sendiri dengan harga naik terusssstp kami dicukupkan tuhan beuh tunjangannya tinggiiigaji juta waow,3,Positif,"['sedang', 'kan', 'kami', 'beras', 'dll', 'sembako', 'beli', 'sendiri', 'dengan', 'harga', 'naik', 'terusssstp', 'kami', 'dicukupkan', 'tuhan', 'beuh', 'tunjangannya', 'tinggiiigaji', 'juta', 'waow']",beras dll sembako beli harga terusssstp dicukupkan tuhan beuh tunjangannya tinggiiigaji juta waow
bro yang umr kalau yang bukan umr,-4,Negatif,"['bro', 'yang', 'umr', 'kalau', 'yang', 'bukan', 'umr']",bro umr umr
coba pak terjun ke bawahmasih ada rakyat yang tidak mampu beli beras loh paksampai hari tidak makan,-3,Negatif,"['coba', 'pak', 'terjun', 'ke', 'bawahmasih', 'ada', 'rakyat', 'yang', 'tidak', 'mampu', 'beli', 'beras', 'loh', 'paksampai', 'hari', 'tidak', 'makan']",coba terjun bawahmasih rakyat beli beras paksampai makan
tambah ngenes ya kakdi jateng diy umr cuma juta an kak,1,Positif,"['tambah', 'ngenes', 'ya', 'kakdi', 'jateng', 'diy', 'umr', 'cuma', 'juta', 'an', 'kak']",ngenes kakdi jateng diy umr juta an
ya betul rakyat apa beli sendirimereka di gaji tinggi masih dapat uang beras uang bensin,0,Netral,"['ya', 'betul', 'rakyat', 'apa', 'beli', 'sendirimereka', 'di', 'gaji', 'tinggi', 'masih', 'dapat', 'uang', 'beras', 'uang', 'bensin']",rakyat beli sendirimereka gaji uang beras uang bensin
setuju juga sihrakyat di peras byr pajek buat byr mereka itu,0,Netral,"['setuju', 'juga', 'sihrakyat', 'di', 'peras', 'byr', 'pajek', 'buat', 'byr', 'mereka', 'itu']",setuju sihrakyat peras byr pajek byr
lah iya dia mah cuma kita mah dpat juta juga sebegitu sudah susah mencari krja apa lagi sekarang yang krja was lagi jman pada susah yang lagi cari juga pasti juga susah,-12,Negatif,"['lah', 'iya', 'dia', 'mah', 'cuma', 'kita', 'mah', 'dpat', 'juta', 'juga', 'sebegitu', 'sudah', 'susah', 'mencari', 'krja', 'apa', 'lagi', 'sekarang', 'yang', 'krja', 'was', 'lagi', 'jman', 'pada', 'susah', 'yang', 'lagi', 'cari', 'juga', 'pasti', 'juga', 'susah']",dpat juta susah mencari krja krja was jman susah cari susah
masih mending umr yang hl yang borongan menangis di pojokan apalagi yang kehilangan pekerjaan sepertiku,-4,Negatif,"['masih', 'mending', 'umr', 'yang', 'hl', 'yang', 'borongan', 'menangis', 'di', 'pojokan', 'apalagi', 'yang', 'kehilangan', 'pekerjaan', 'sepertiku']",mending umr hl borongan menangis pojokan kehilangan pekerjaan sepertiku
lah ya sekarang susah cari krja yang krja saja lagi wanti semua nya lagi pada sepi,-8,Negatif,"['lah', 'ya', 'sekarang', 'susah', 'cari', 'krja', 'yang', 'krja', 'saja', 'lagi', 'wanti', 'semua', 'nya', 'lagi', 'pada', 'sepi']",susah cari krja krja wanti nya sepi
semangat kak muadhan untuk semua kita yang lagi pada cari krja yang sudah krja yang pada cari duit di mudah dan lancar kan kaya gaji cuma mereka,-10,Negatif,"['semangat', 'kak', 'muadhan', 'untuk', 'semua', 'kita', 'yang', 'lagi', 'pada', 'cari', 'krja', 'yang', 'sudah', 'krja', 'yang', 'pada', 'cari', 'duit', 'di', 'mudah', 'dan', 'lancar', 'kan', 'kaya', 'gaji', 'cuma', 'mereka']",semangat muadhan cari krja krja cari duit mudah lancar gaji
justru di situ letak asiknya,0,Netral,"['justru', 'di', 'situ', 'letak', 'asiknya']",letak asiknya
cuman omon dewan dajjl,-1,Negatif,"['cuman', 'omon', 'dewan', 'dajjl']",cuman omon dewan dajjl
dpr be like maaf gugup soalnya dimata kami juta itu cuman maklum ya kami biasa dapat hampir ratusan awokwkwkk,-1,Negatif,"['dpr', 'be', 'like', 'maaf', 'gugup', 'soalnya', 'dimata', 'kami', 'juta', 'itu', 'cuman', 'maklum', 'ya', 'kami', 'biasa', 'dapat', 'hampir', 'ratusan', 'awokwkwkk']",dpr be like maaf gugup dimata juta cuman maklum ratusan awokwkwkk
ya iyalah modal kan sudah habis banyak berapa tahun balikin ya,2,Positif,"['ya', 'iyalah', 'modal', 'kan', 'sudah', 'habis', 'banyak', 'berapa', 'tahun', 'balikin', 'ya']",iyalah modal habis balikin
walah paaaak juta dibilang cuma,0,Netral,"['walah', 'paaaak', 'juta', 'dibilang', 'cuma']",walah paaaak juta dibilang
maklum saja kbnyakan makin duit rakyat otakny jadi error,-1,Negatif,"['maklum', 'saja', 'kbnyakan', 'makin', 'duit', 'rakyat', 'otakny', 'jadi', 'error']",maklum kbnyakan duit rakyat otakny error
kecil juga gaji dpr ya saya kira sampai gaji jutaan,-1,Negatif,"['kecil', 'juga', 'gaji', 'dpr', 'ya', 'saya', 'kira', 'sampai', 'gaji', 'jutaan']",gaji dpr gaji jutaan
beli beras juta buat berapa lama,1,Positif,"['beli', 'beras', 'juta', 'buat', 'berapa', 'lama']",beli beras juta
beras juta perbulan beras apa itu pak,-1,Negatif,"['beras', 'juta', 'perbulan', 'beras', 'apa', 'itu', 'pak']",beras juta perbulan beras
juta cuma heleh gue saja beras sebulan orang cuma ribu kebanyakan itu,-2,Negatif,"['juta', 'cuma', 'heleh', 'gue', 'saja', 'beras', 'sebulan', 'orang', 'cuma', 'ribu', 'kebanyakan', 'itu']",juta heleh beras sebulan orang ribu kebanyakan
kasihan sama bapak anggota dewan masak tunjangan beras cuma diberikan sebesar juta harusnya jutaberapa ton makan beras sebulan,-2,Negatif,"['kasihan', 'sama', 'bapak', 'anggota', 'dewan', 'masak', 'tunjangan', 'beras', 'cuma', 'diberikan', 'sebesar', 'juta', 'harusnya', 'jutaberapa', 'ton', 'makan', 'beras', 'sebulan']",kasihan anggota dewan masak tunjangan beras juta jutaberapa ton makan beras sebulan
mereka ini pengin ngabdi untuk negara msyarakat atau hanya pengin dapat tunjangan sana sini dari,-3,Negatif,"['mereka', 'ini', 'pengin', 'ngabdi', 'untuk', 'negara', 'msyarakat', 'atau', 'hanya', 'pengin', 'dapat', 'tunjangan', 'sana', 'sini', 'dari']",pengin ngabdi negara msyarakat pengin tunjangan
kami guru sd tugas hampir tahun mengabdi gaji baru juta coba berapa kali lipat dari gaji dpr,-1,Negatif,"['kami', 'guru', 'sd', 'tugas', 'hampir', 'tahun', 'mengabdi', 'gaji', 'baru', 'juta', 'coba', 'berapa', 'kali', 'lipat', 'dari', 'gaji', 'dpr']",guru sd tugas mengabdi gaji juta coba kali lipat gaji dpr
beras juta di desa sudah bisa buat kondangan kasih makan warga se rt bos,3,Positif,"['beras', 'juta', 'di', 'desa', 'sudah', 'bisa', 'buat', 'kondangan', 'kasih', 'makan', 'warga', 'se', 'rt', 'bos']",beras juta desa kondangan kasih makan warga rt
tidak usah memikirkan gaji dpr lah kita krja saja walopun nguli tapi bisa makan dengan hasil kringat sendiri,-4,Negatif,"['tidak', 'usah', 'memikirkan', 'gaji', 'dpr', 'lah', 'kita', 'krja', 'saja', 'walopun', 'nguli', 'tapi', 'bisa', 'makan', 'dengan', 'hasil', 'kringat', 'sendiri']",memikirkan gaji dpr krja walopun nguli makan hasil kringat
miris mereka gaji bersih jutaaa per bulan kok yang per bulan ribu diangap membebani negara,-4,Negatif,"['miris', 'mereka', 'gaji', 'bersih', 'jutaaa', 'per', 'bulan', 'kok', 'yang', 'per', 'bulan', 'ribu', 'diangap', 'membebani', 'negara']",miris gaji bersih jutaaa ribu diangap membebani negara
srimulyani kasihan dengan dpr karena harga beras naik,1,Positif,"['srimulyani', 'kasihan', 'dengan', 'dpr', 'karena', 'harga', 'beras', 'naik']",srimulyani kasihan dpr harga beras
kasihan dengen kawan dpr rakyat tidak di kasiani yang tidak ada gaji jta pun tiap bulan dpr yang gaji jta di kasiani lucu tidak sih,-7,Negatif,"['kasihan', 'dengen', 'kawan', 'dpr', 'rakyat', 'tidak', 'di', 'kasiani', 'yang', 'tidak', 'ada', 'gaji', 'jta', 'pun', 'tiap', 'bulan', 'dpr', 'yang', 'gaji', 'jta', 'di', 'kasiani', 'lucu', 'tidak', 'sih']",kasihan dengen kawan dpr rakyat kasiani gaji jta dpr gaji jta kasiani lucu
kasihan juga ya gaji dpr cuma an jtharusnya rakyat harus bantu seharusnya gaji mereka sudah juta bulan sedih banget lihatnya,-1,Negatif,"['kasihan', 'juga', 'ya', 'gaji', 'dpr', 'cuma', 'an', 'jtharusnya', 'rakyat', 'harus', 'bantu', 'seharusnya', 'gaji', 'mereka', 'sudah', 'juta', 'bulan', 'sedih', 'banget', 'lihatnya']",kasihan gaji dpr an jtharusnya rakyat bantu gaji juta sedih lihatnya
banyakbanyakin bersyukur sudah pak biar tidak keluar itu katakata cuma,-3,Negatif,"['banyakbanyakin', 'bersyukur', 'sudah', 'pak', 'biar', 'tidak', 'keluar', 'itu', 'katakata', 'cuma']",banyakbanyakin bersyukur katakata
ingat ya beras cuma juta bensin juta gaji tidak naik ya beras telur naikkasian katanya dengan kawan dpr,2,Positif,"['ingat', 'ya', 'beras', 'cuma', 'juta', 'bensin', 'juta', 'gaji', 'tidak', 'naik', 'ya', 'beras', 'telur', 'naikkasian', 'katanya', 'dengan', 'kawan', 'dpr']",beras juta bensin juta gaji beras telur naikkasian kawan dpr
kenapa mesti gaji dpr yang di naikkan kan sudah gede gaji ya yang perlu di naikkan gaji itu honorer pakkk,0,Netral,"['kenapa', 'mesti', 'gaji', 'dpr', 'yang', 'di', 'naikkan', 'kan', 'sudah', 'gede', 'gaji', 'ya', 'yang', 'perlu', 'di', 'naikkan', 'gaji', 'itu', 'honorer', 'pakkk']",mesti gaji dpr naikkan gede gaji naikkan gaji honorer pakkk
tuh kan kalian netizen tidak percaya sih gaji dpr tuh sudah tahun tidak naik tapi mereka tetap kerja keras buat kebaikan bangsa wajarlah tunjangan beras naik sedikit apa kalian tega melihat pahlawan negara kelaparan,2,Positif,"['tuh', 'kan', 'kalian', 'netizen', 'tidak', 'percaya', 'sih', 'gaji', 'dpr', 'tuh', 'sudah', 'tahun', 'tidak', 'naik', 'tapi', 'mereka', 'tetap', 'kerja', 'keras', 'buat', 'kebaikan', 'bangsa', 'wajarlah', 'tunjangan', 'beras', 'naik', 'sedikit', 'apa', 'kalian', 'tega', 'melihat', 'pahlawan', 'negara', 'kelaparan']",netizen percaya gaji dpr kerja keras kebaikan bangsa wajarlah tunjangan beras tega pahlawan negara kelaparan
tidak bisa sejahtra rakyat,-1,Negatif,"['tidak', 'bisa', 'sejahtra', 'rakyat']",sejahtra rakyat
padahal kakak ini sudah dari dulu kok dari presiden pertama saja gaji dpr sudah gede deh tau sayameski zmn orbaapalgi sekarang zmn sudah modern begini,-3,Negatif,"['padahal', 'kakak', 'ini', 'sudah', 'dari', 'dulu', 'kok', 'dari', 'presiden', 'pertama', 'saja', 'gaji', 'dpr', 'sudah', 'gede', 'deh', 'tau', 'sayameski', 'zmn', 'orbaapalgi', 'sekarang', 'zmn', 'sudah', 'modern', 'begini']",kakak presiden gaji dpr gede sayameski zmn orbaapalgi zmn modern
ya setidaknya seimbang dengan kinerja dan kondisinya msak rakyat kelaparan dpr kekenyangan sampai mau muntah,0,Netral,"['ya', 'setidaknya', 'seimbang', 'dengan', 'kinerja', 'dan', 'kondisinya', 'msak', 'rakyat', 'kelaparan', 'dpr', 'kekenyangan', 'sampai', 'mau', 'muntah']",seimbang kinerja kondisinya msak rakyat kelaparan dpr kekenyangan muntah
kalau dibubarkan bisa menghemat anggaran negara,-1,Negatif,"['kalau', 'dibubarkan', 'bisa', 'menghemat', 'anggaran', 'negara']",dibubarkan menghemat anggaran negara
katamu cumaa cumaa patakmu itu,-1,Negatif,"['katamu', 'cumaa', 'cumaa', 'patakmu', 'itu']",katamu cumaa cumaa patakmu
betul beban rakyat bisa bisanya bilang kasihan sama anggota dpr tapi tidak mikir kasihan ke rakyat yang sudah bayar pajak tapi tidak dapat apa apa dari pemerintah,-8,Negatif,"['betul', 'beban', 'rakyat', 'bisa', 'bisanya', 'bilang', 'kasihan', 'sama', 'anggota', 'dpr', 'tapi', 'tidak', 'mikir', 'kasihan', 'ke', 'rakyat', 'yang', 'sudah', 'bayar', 'pajak', 'tapi', 'tidak', 'dapat', 'apa', 'apa', 'dari', 'pemerintah']",beban rakyat bisanya bilang kasihan anggota dpr mikir kasihan rakyat bayar pajak pemerintah
