normalisasi,Score,Sentiment
ya rakyat gaji belum bayar rumah bayar sekolh ada makan ada tidak,1,Positif
dapat istri ini mah,0,Netral
duh kasihan banget,0,Netral
aura tikusnya kuat banget,1,Positif
tunjangan ini yang tidak perlu dihapus saja enak sekali anggota dewan tidak banyak kerja banyak tunjangannya itu juta per bulan per anggota selama tahun duit gede itu bos,-8,Negatif
ini kan tikus swah berhekatar saja habis di makn tikus,-1,Negatif
kecil juga gaji dpr ya saya kira sampai gaji jutaan,-1,Negatif
bersyukur pak naik jutaan kok naik sesikit aku saja juta sebulan anak kalau tidak cukup buat makan ya puasa,0,Netral
kontrak rumah setiap bulan juta banyak kok town house yang disewa itu juta pertahun lah ini perbulan,0,Netral
kasih rumah dinas rumah subsidi di jonggol biar tiap ganti pejabat tidak perlu ada biaya rumah lagi,1,Positif
datengin rumah ya satu persatu,2,Positif
cari aman jadi berbelit dengar tuh podcast kd,0,Netral
semoga kualifikasi ini benarklo pun benar tetap tinggi pakkkk,1,Positif
assalamuaalaikum wr wb ya allah bensin di jatah juta saya saja mau beli bensin liter saja mikir uangnya,0,Netral
tikus kan makannya banyak abang,0,Netral
juta sebulan buat beras dapat berapa karung tuh,2,Positif
ibaratnya ada beras premium kg tunjangan beras juta kg kg hari kghari sekarang kita tahu perut mereka makan kg beras perhari,2,Positif
terus yang punya rumah juga harus kontrak,0,Netral
tidur saja di kolong jembatan kamu pada,-3,Negatif
mlum dia orang hutan,0,Netral
kamu tonton saja sono itu memang ai tapi di aslinya statment dia secara tidak langsung memang merujuk kalau guru itu baban negara,-5,Negatif
petinggi konoha tidak memikirkan rakyat upeti uuran pajak pasti bakal naik mengapai di kasih tinjangan gede biar bisa untuk tutup mulut ya,-2,Negatif
ini orang anggota ya nih,0,Netral
yang jelas keterangan ya di jelaskan sih kd di prodcast,0,Netral
dulu partaimu belum berkuasa bicaramu lain sekarang berkuasa lain pula,0,Netral
beras cuman juta gila bisa buat satu rt,2,Positif
ojol jakarta wakil rakyatnya kayarakyatnya menderita wkwk aturan sama dong kalau mau kayak naamanya kan wakil rakyattttt,-2,Negatif
belok belok sudah penjelasanya biawak juga,2,Positif
komentri ke uangan kasihan ya cuma hanya anggota dprgimana dengan rakyatkalau beras dan telor naik kagak kasihan sama rakyat,-1,Negatif
demi allah tidak ikhlas kerja sampai gila stres deadline kejaran lembur dipotong pajak buat hidup foya pejabat tidak ikhlas,0,Netral
sama kali ekor anjing t,-1,Negatif
berkarung buat gurukin mereka,1,Positif
itu yang bikin kuping panas dengernyakita yang tanpa tunjangan berasbensin cari duit sampai nunjang palangsebulan belum dapat juta lohmasa sebanyak itu kok cuman kata diakenapa tidak ada bersyukurnyasedih aku tuhhhh misal tukeran posisi bulan gitubiar merasai jadi kitaapa masih bisa bilangcuman,-7,Negatif
juta per bulan luar biyasarakyat bisa tabung tahu juta itu sudah luar biyasa kebanyakan yang tidak bisa ini lo gaji juta per bulan,0,Netral
juta sudah bisa kebeli tanah sama bahan bangunan ya,2,Positif
kerja keras apanya gue tanya,0,Netral
memikirkan rakyat apa cuma memperkaya diri sendiri,-5,Negatif
ya betul rakyat apa beli sendirimereka di gaji tinggi masih dapat uang beras uang bensin,0,Netral
haha sangat tertolong banget gua cuy,0,Netral
kemarin kan sudah menjelaskam detailanya katanya nombok juta perbulan,0,Netral
cari nih dia cok kok di membela ya para tikus,0,Netral
kenapa tidak dibuatkan mes atau asrama,0,Netral
buka dokumen anggaran ya,1,Positif
bubarkan saja dpr menyiksa rakyat,-2,Negatif
bubarkan dewan perampok rakyat,-1,Negatif
tidak ada empati banget ya mereka ke rakyat sendiri,0,Netral
emamg tidak punya rumah,1,Positif
kg itu juta sehari makan ya kg,1,Positif
bekerja keras ya yang mana anggota dewan yang pasti yang bekerja keras itu rakyat sendiri coba kalau ada rakyat yang kerjaannya kuli suruh menggantikan para dewan tersebut mau apa tidak kan mewakili rakyat,-11,Negatif
saya saja ngontrak rumah setahunnya hai juta kalian ngontrak rumah apa sebulan juta perbulan ngontrak istana tidak masuk akal anggaran kalian ngabis kan ug negara saja kalian bubar kan saja dpr,-2,Negatif
banyak juga makan ya,1,Positif
pantas kita rakyat melarat yaorang uwangnya diwakilkan juga sama wakil rakyat,0,Netral
berjuang menggerogoti uang masyarakat,0,Netral
memang anggota dewan tidak mampu pak ngekost pakai gaji mereka,-3,Negatif
bukan di tanam kayanya itumah tapi di gali kayak emas makanya mahal,-2,Negatif
kok susah percaya ya,1,Positif
salah satu gaji dpr terbesar di dunia,-1,Negatif
juta selama tahun sampai,1,Positif
naik lagi jadi jutabulan,0,Netral
dpr rumah ya banyak masih mau ngotrak,2,Positif
mana buktinya penjelasan tanpa transparasi sama saja jual mimpi dan fiktif cukup lah validasinya,2,Positif
ngotrak juta prbulnwaduhh,1,Positif
iya semangat juga salam yudha brama jaya,1,Positif
mungkin di pakai poya xngontrak cuma tidur doang ngontrak saja yang harga sebulan sudah cukup untuk tidur,-4,Negatif
beras cuma juta ya banyak juga ya makannya sebulan bensin juta sebulan bisa dipakai keliling dunia itu,2,Positif
woy uu perampasan aset,0,Netral
gaji gede ge beras ada tunjanganya lah rakyat biasa gaji pas pasan uang beras,1,Positif
puas banget memang main disini memang dari kemarin gua mencoba dikasih wd teros,1,Positif
saya tunjangan paling bpjs kesehatan dan ketenagakerjaan sebesar ribuan sedangkan gaji bersih juta,0,Netral
us dollar ya cek gu di bayar nyamantap banget,1,Positif
beras juta mungkin anaknya bensin juta mungkin dia ngojol gacor trip sehari,-1,Negatif
iya kak memang kasihan jadi tidak bisa bayar orang buat menambah kekuasaan,1,Positif
yakin dari kan masa jabatan sampai,0,Netral
yang harus di kasihani itu rakyat miskin bukan pejabat yang dengan gajinya saja sudah bisa beli telur dan beras aduh,-8,Negatif
kontrakan jtbulan terlalu berlebihan,-1,Negatif
hee pak mana yang betul kemarin anggota bapak bilang begono sekarang bapak bilang begini eee pusing rakyat tidak ada yang betul,-6,Negatif
hei hei heiiii tikus kan memang begitu,0,Netral
dan penjelasan yang paling akurat dan terpercaya cuman krisdayanti,0,Netral
enak banget congor kamu mengomong ya,1,Positif
nih dia muncul lagi,-2,Negatif
cuman juta bubarkan dpr mpr mending buat rakyat gaji ya biar makmur,4,Positif
tapi gajihny hampir an sebulan diluar vi kegiatan,1,Positif
hebat juga yhhhh,0,Netral
biasalh bang banyak ternaknya,0,Netral
terwujud kata mu abang,-1,Negatif
demi allah tidak ikhlas kerja sampai gila stres deadline kejaran lembur dipotong pajak buat hidup foya pejabat tidak ikhlas,0,Netral
mukak ya ini ornag cocok di pajang di gedung dprdi bariskan sama mamalia,2,Positif
baru mau bilang begitu,0,Netral
perubahan keputusan biasa setelah ada tekanan rakyat,1,Positif
berjuang apa ya bukti ya rakyat ya yang harus ya jadi tuan ya malah semakin banyak kesusahan omon lho,1,Positif
muka penyok ada terus,0,Netral
beda makannya saya kg untuk bertiga sehari mereka makannyakg,-2,Negatif
suruh tempati rumah susun,0,Netral
saling rakyat mah ngejerit cari uang untuk bayar pajak susah ya meminta ampun,-1,Negatif
naik sdikit kok sampai jutaan,1,Positif
lihat saja akhir hayat hidup ya nanti bagaimana,0,Netral
juta itu bisa buat beli beras berkarung ya berarti mereka rakus sekaleee makan beras saja sampai berkarung dalam sebulan kayak tidak pernah makan ya,2,Positif
hhaaaay deuh neng giru,0,Netral
begitu enak ya di rasa anggota dpr sudah di pasilitasi semuahak rakyat pun di curidana csr biojk sama sama orang komisi xi,1,Positif
maklum saja kbnyakan makin duit rakyat otakny jadi error,-1,Negatif
tunjangan bulan tunjangan rumah tunjangan kendaraan dan tunjangan kesehatannn,-4,Negatif
bagaimana rakyat pak makin miskin,0,Netral
sehektar sawah segunung telur,0,Netral
kamu di sogok berapa sih sama dpr,0,Netral
nakes bagaimana om jaga nyawa,0,Netral
tidak dengan itu masih banyak lagi tunjungan lainnya coba saja tonton video krisdayanti selaku anggt dpr yang sudah mengakui semua berbagi macam tunjangan dan fasilitas yang diperoleh dpr sampai beratusratus juta,-7,Negatif
modal recehpun tetap dikasih menang besar bang,2,Positif
satwa ini ada di mana,0,Netral
giliran didemo buat alasan tahun,2,Positif
beras emas kali kakak,0,Netral
kalau beda kayak begini jadi semakin jelas rapat pada mengapai kenapa beda penjelasannya,-5,Negatif
mengomong ya beda tidak ada yang bisa di percaya,-1,Negatif
barangkali ada yang mau mencari pekerjaan sampingan tanpa menganggu aktifitas lainnya jadi admin wfh di paragon something kerjanya full di rumah,0,Netral
lucu dan kaget dengar kata bapak itu,-1,Negatif
lah itu penjelasan dari bpkmau kurang jelas atau bagaimana itu dari bpk sendiri jelasin semuanya dong,-6,Negatif
kontrak rumah selama tahun juta sewa rumah apa sewa apartemen dasar pemeras rakyat kalian,2,Positif
setiap bulan juta,0,Netral
sudah dapat tunjangan macam suruh rapat malah tidur,-2,Negatif
tapi banyak dpr yang sudah punya rumah itu,0,Netral
sedih banget dengar berita ini,0,Netral
ini sudah wawancara yang keberapa ya bisa kali didiskusikan buat di omongkan ke publik,2,Positif
mending membuat asrama saja lebih irit kedepan ya,3,Positif
biasa sehari makanya sekarung,0,Netral
kali juta bulan kali tahun sama jika saya dapat segitu ya mending kredit rumah pak tahu lunas dapat rmg mewah pak,1,Positif
padahal tidak mewakili sama sekali,-2,Negatif
itu per hari ya abang,0,Netral
memang kerjanya makan perut mereka di desain untuk tidak pernah merasa kenyang,1,Positif
yang guru honorer tidak ada tempat tinggal bagaimana pak,-2,Negatif
hari juta mancari ojek online sampai patah belakang indak dapa itu,-1,Negatif
wih berubah berubah mulu ah stetmennya heran,0,Netral
tapi guru yang di bilang beban negara,-1,Negatif
masa iya begitu kawaaannn,0,Netral
mngkn keluarga ya sekalian sama sama mertua keponakan adek kakak cucu cicit semua anggota dpr yang mengasih makan,0,Netral
rakyat kerja banting tulang sendiri bossss kapan dpr nguntungin rakyat,0,Netral
yohanes bapaklu masih hidup tidak,-1,Negatif
keren ya jadi dprkoq rakyar susah,0,Netral
lebih hebat lagi pas pemilu di kasih ribu kalian tutup mata untuk nyoblos mereka,-1,Negatif
beras juta bisa buat bagi orang rt kalau karung merk alfaindo ribu per kg sudah dapat karung sudah bisa untuk kakak,1,Positif
mungkin anda termasuk gol rakyat yang selalu hidup senang tetap ada bayangkan kah anda dengan kehidupan rakyat yang banyak susahnya,-5,Negatif
mengapa ibu menteri keuangan harus kasihan gaji dpr sudah juta per bulan bagaimana yang gajinya cuma juta per bulan malangnya nasib orang kecil,-4,Negatif
kamu saja any iklas gue mah ogah,-2,Negatif
uang dari mana dari pajak milik rakyat,-2,Negatif
masyarakat yang mana bro kalau pejabatnya seperti kdm mungkin saya iklas kenaikan gajinya kalau ini memperkaya diri sendiri dan tidak memandang rakyat jelata,-10,Negatif
haaaaa rumah seperti itu ndk layak huni eh rumahku eh salah rumah bapakku lebih ndk layak huni sudah terbuat dari kayu kalau hujan bocor lantai masih tanah tapi kami sekeluarga sudah bersyukur masih diberi tempat tinggal dan masih bernafas,-5,Negatif
juta gaes buat tunjangan rumah anggota dpr ri untuk tahun,1,Positif
perlu di tunjang semua nih,1,Positif
tunjangan lain yang gede tidak disebutin dulu pas krisdayanti diundang podcast pernah bilang ada dana aspirasi juta kali dalam setahun terus ada uang kunjungan dapil juta kali dalam setahun gila tidak,1,Positif
gaji guru saja dalam sebulan tidak sampai sejuta kak,0,Netral
yang like komennya dia sendiri wkwk hp ada akun tiktok,-3,Negatif
enak banget kalau mengomong,0,Netral
hasil uang hrm jadi tidak kenyang ke perut mkny beli beras ya bukan karungan lagi,1,Positif
cuma mikir ini doang tong paling yang botak cuma kepala,-3,Negatif
mana buktinya bapak kalau omongan tidak bisa dipegang,-3,Negatif
pekerjaan ya dpr apa sih,1,Positif
cuman kata ya cuman juta,1,Positif
lah memang tidak ada rumah dinas teh pakai dibyarin sgala,1,Positif
beras di oplos dengan emas,0,Netral
kau lihat video krisdayantoi indak woee,1,Positif
ngontrak rumahmemang e apa tidak punya rumah sendiri,-1,Negatif
padahal guru yang paling berjasa buat masa depan ya allah dpr bersenang diatas penderitaan rakyatnya,3,Positif
spontan bilang hah kasihan,1,Positif
kali juta bulan kali tahun sama jika saya dapat segitu ya mending kredit rumah pak tahu lunas dapat rmg mewah pak,1,Positif
mencari saja pembenaran terus yang satu mengomong lain yang satu mengomong lain preettttlah,-6,Negatif
setiap orang beda penjelasannya yang kemarin yang eror ngitung malah bilang nombok,-4,Negatif
kalau tunjangan itu dgunakan untuk rehap atau bangun perumahan dpr bisa dpakai oleh anggota dpr selanjutnya,-4,Negatif
saya bacanya secara logika saja om kalau memang dicicil kenapa mesti sebulan jtbln selama setahun kenapa tidak dikasih jtblnhal tersebut malah meringankan beban negara atau ada kebijakan lain setelah thhanya pengalihan ini dasar pemikiran saya saja sih,-7,Negatif
puas banget memang main disini memang dari kemarin gua mencoba dikasih wd terus,1,Positif
anak istri nya banyak,-1,Negatif
barangkali ada yang mau mencari pekerjaan sampingan tanpa menganggu aktifitas lainnya jadi admin wfh di paragon something kerjanya full di rumah,0,Netral
betul ke abang macam mana lah guru nak hidup sikit sangat itu gaji,-1,Negatif
transparan saja pak kami tidak butuh omon,-2,Negatif
sudah gila memang ya ampun mana empatinya,1,Positif
harus ya di jaman modern ini dewan perwakilan rakyat sudah tidak diperlukan lagipresiden bisa meminta langsung pendapat rakyat melalui voting secara online tampa diwakili dpr,1,Positif
yang presiden ini dasco kah,0,Netral
ngontrak rumah subsidi boleh kan,2,Positif
orang ini ada dimana mana,0,Netral
berjuang untuk keluarga ya,1,Positif
dpr kok jadi pengemis ya melulu,0,Netral
kwe kie cpo tapi,0,Netral
gaji gede kerja ya tidak ada yang becus,0,Netral
orang ini ada dimna,0,Netral
berjuang ngapa sih memang,0,Netral
padahal mampu banget beli beras bensin sembako mengapai pakai tunjangan buat dpr,1,Positif
saya juga tidak ikhlas dunia akherat sampai bertemu di pengadilan akherat,0,Netral
saya gaji juta sebulan sampai asam lambung naik,1,Positif
pak aku mau dong,0,Netral
bagaimana negara ini tidak banyak hutang ya tiap tahun bukanya berkurang hutang negara tapi malah kebalikan ya,-2,Negatif
juta blnkit pinjm bank untuk modal jtlunas tahunya allah keadilan ya mana,3,Positif
rakyat sudah kga percaya lo mau ngmong apa ke untung gue kga memilih dpr,0,Netral
nama ya juga tikus,1,Positif
ngontrak apa beli rumah gila sih kalau ngontrak rumah saja sampai juta perbulan,0,Netral
bukan ya dpr punya komplek perumahan dibeberapa lokasi di jakarta itukan fasilitas negara untul anggota dpr,0,Netral
kamu siapa asli ya ketemu sama gua yuk,4,Positif
betul sekali setuju karena bapak saya kerja di dpr jadi saya mau meminta mobil lambhorgini kalau bisa pajak,-3,Negatif
mungkin menteri keuangan juga kasihan dngn anggota anggota dpr,-3,Negatif
lihat baik juga itu kita dipahami itu menjelaskan dengan kata lain tidak membebani diyutub kan memang ada dan sudah lihat,-3,Negatif
sudah rusuh baru menjelaskan se andai ya tidak rusuh saya yakin itu berlaku selama menjabat bukan setahun,-1,Negatif
buatno mess saja pak di depan kantor dpr,-1,Negatif
mengomong begini karena sudah viral coba tidak viral pasti juta sampai,-1,Negatif
tunjangannya sudah berjalan dan sudah mau selesai,0,Netral
mending turunin gaji ya sisanya buat rakyat,2,Positif
rumah jabatan banyak tidak ada penghuninya loh,0,Netral
dimana kami bisa melihat daftar tunjangan kalian pak sedangkan kalian tidak transparan kpda masyarakat,0,Netral
juta itu untuk tahun rencananya cuma bayarnya di angsur selama setahun,0,Netral
berjuang untuk apa mereka cuma diam,-2,Negatif
pejabat mah enakucap bisa diubah ubah sesuai keadaan,0,Netral
xx tahun sama kenapa tidak bangun rumah dinas saja yang tunggal di rumah dinas hanya selama menjadi anggota dpr kalau sudah tidak jabat tinggalkan rumah itu,-7,Negatif
mereka di jakarta sudah punya rumah mewah jadi uang sebulan masuk kantong,2,Positif
kok dapat juga bantuan listrik sih,0,Netral
sampai dapat sama tahun,1,Positif
moso kita yang gajih merwka dari dipungut pajak tapi seolah mereka yang jadi bos,-4,Negatif
loh kan mereka punya ternak yang namanya rakyat makanan rakyat cuma janji yang tidak pernah mereka tepati lalu dibiarkan buat cari makan sendiri kok malah tanya gaji mereka dari mana,-3,Negatif
tapi banyak loh daerah aku rumah dpr dipakai cucu ya sekarang,2,Positif
harga padi sekarung baru rbumasak dpr mkan karung perhari,1,Positif
juta buat bensin ajberas juta gaji juta,4,Positif
kebanyakan tunjangan tidak sesuai dengan hasil kerja enak saja,1,Positif
enak banget yang bisa beli berkwintal kwintal,0,Netral
bubar saja kalian tikus pencuri uang rakyat,-1,Negatif
mungkin beras campur emas murni,0,Netral
jangan pilih gerindra sama pdi p lgsudah menghamburkan duit rakyat,-1,Negatif
tepi barokah teman meskipun tetap bersukur dan ikhlas menerima ya tidak seperti orang ini,0,Netral
uang segitu kok ya sebulan masih kurang ya dprtiap hari mknnya apagaya hidupnya pasti gede daripada biaya hidup,1,Positif
busettt kerja mereka begitu doang joget duduk doang sudah menghasilkan beratus juga bjir emanglah,1,Positif
